arxiv_id,ground_truth_count,model,reference_count,reference_matches,reference_precision,reference_recall,system
2004.05937,305,MiniMax-M3,12,4,0.3333333333333333,0.013114754098360656,citation-rag-v15
2105.01605,49,MiniMax-M3,1,1,1.0,0.02040816326530612,citation-rag-v15
2204.10325,36,MiniMax-M3,4,0,0.0,0.0,citation-rag-v15
2205.08977,317,MiniMax-M3,13,0,0.0,0.0,citation-rag-v15
2206.13188,252,MiniMax-M3,11,6,0.5454545454545454,0.023809523809523808,citation-rag-v15
2306.05817,301,MiniMax-M3,9,4,0.4444444444444444,0.013289036544850499,citation-rag-v15
2308.04603,67,MiniMax-M3,12,3,0.25,0.04477611940298507,citation-rag-v15
2310.12986,61,MiniMax-M3,12,0,0.0,0.0,citation-rag-v15
2312.04861,277,MiniMax-M3,12,3,0.25,0.010830324909747292,citation-rag-v15
2401.07915,260,MiniMax-M3,15,2,0.13333333333333333,0.007692307692307693,citation-rag-v15
