arxiv_id,cited_count,cited_match_rate,cited_supported,ground_truth_count,model,noncited_correct,noncited_count,noncited_factual_accuracy,reference_count,reference_matches,reference_precision,reference_recall,system
2004.05937,28,0.9285714285714286,26,305,MiniMax-M3,0,0,0.0,10,2,0.2,0.006557377049180328,citation-rag-v20
2105.01605,22,0.9545454545454546,21,49,MiniMax-M3,0,0,0.0,10,4,0.4,0.08163265306122448,citation-rag-v20
2205.08977,20,1.0,20,317,MiniMax-M3,0,0,0.0,11,0,0.0,0.0,citation-rag-v20
2306.05817,28,0.8214285714285714,23,301,MiniMax-M3,0,0,0.0,8,3,0.375,0.009966777408637873,citation-rag-v20
2206.13188,19,0.9473684210526315,18,252,MiniMax-M3,0,0,0.0,11,6,0.5454545454545454,0.023809523809523808,citation-rag-v20
2308.04603,28,1.0,28,67,MiniMax-M3,0,0,0.0,12,3,0.25,0.04477611940298507,citation-rag-v20
2310.12986,22,0.9090909090909091,20,61,MiniMax-M3,0,0,0.0,11,0,0.0,0.0,citation-rag-v20
2312.04861,28,0.9642857142857143,27,277,MiniMax-M3,0,0,0.0,10,2,0.2,0.007220216606498195,citation-rag-v20
2401.07915,14,0.6428571428571429,9,260,MiniMax-M3,0,0,0.0,12,6,0.5,0.023076923076923078,citation-rag-v20
2204.10325,12,0.8333333333333334,10,36,MiniMax-M3,0,0,0.0,6,0,0.0,0.0,citation-rag-v20
